"","Species","date","mean_detections","mean_temp"
"1","Alces alces","2021-06-17",0.0215827338129496,15.6390977443609
"2","Alces alces","2021-06-18",0.00719424460431656,13.2932330827068
"3","Alces alces","2021-06-19",0.0431654676258993,6.98496240601504
"4","Alces alces","2021-06-20",0.0431654676258993,18.3458646616541
"5","Alces alces","2021-06-21",0.0935251798561151,22.8345864661654
"6","Alces alces","2021-06-22",0.05,20.9097744360902
"7","Alces alces","2021-06-23",0.0431654676258993,12.75
"8","Alces alces","2021-06-24",0.0285714285714286,16.9323308270677
"9","Alces alces","2021-06-25",0.0287769784172662,23.7669172932331
"10","Alces alces","2021-06-26",0.0291970802919708,28.5419847328244
"11","Alces alces","2021-06-27",0.0072463768115942,31.3030303030303
"12","Alces alces","2021-06-28",0.0072463768115942,31.5454545454545
"13","Alces alces","2021-06-29",0.0215827338129496,31.6212121212121
"14","Alces alces","2021-06-30",0.0428571428571429,27.6962962962963
"15","Alces alces","2021-07-01",0.0425531914893617,23.5597014925373
"16","Alces alces","2021-07-02",0.0281690140845071,21.162962962963
"17","Alces alces","2021-07-03",0.0694444444444444,20.0652173913043
"18","Alces alces","2021-07-04",0.013986013986014,18.8540145985401
"19","Alces alces","2021-07-05",0.0774647887323944,20.2043795620438
"20","Alces alces","2021-07-06",0.0352112676056338,21.6496350364963
"21","Alces alces","2021-07-07",0.0211267605633803,24.2700729927007
"22","Alces alces","2021-07-08",0.0281690140845071,21.4306569343066
"23","Canis lupus","2021-06-17",0.0215827338129496,15.6390977443609
"24","Canis lupus","2021-06-18",0.0143884892086331,13.2932330827068
"25","Canis lupus","2021-06-19",0,6.98496240601504
"26","Canis lupus","2021-06-20",0.00719424460431654,18.3458646616541
"27","Canis lupus","2021-06-21",0.0143884892086331,22.8345864661654
"28","Canis lupus","2021-06-22",0.0357142857142857,20.9097744360902
"29","Canis lupus","2021-06-23",0.00719424460431655,12.75
"30","Canis lupus","2021-06-24",0.00714285714285715,16.9323308270677
"31","Canis lupus","2021-06-25",0,23.7669172932331
"32","Canis lupus","2021-06-26",0.0437956204379562,28.5419847328244
"33","Canis lupus","2021-06-27",0.0144927536231884,31.3030303030303
"34","Canis lupus","2021-06-28",0.0217391304347826,31.5454545454545
"35","Canis lupus","2021-06-29",0,31.6212121212121
"36","Canis lupus","2021-06-30",0,27.6962962962963
"37","Canis lupus","2021-07-01",0.0212765957446809,23.5597014925373
"38","Canis lupus","2021-07-02",0.0140845070422535,21.162962962963
"39","Canis lupus","2021-07-03",0.00694444444444446,20.0652173913043
"40","Canis lupus","2021-07-04",0.006993006993007,18.8540145985401
"41","Canis lupus","2021-07-05",0.0140845070422535,20.2043795620438
"42","Canis lupus","2021-07-06",0,21.6496350364963
"43","Canis lupus","2021-07-07",0.00704225352112677,24.2700729927007
"44","Canis lupus","2021-07-08",0,21.4306569343066
"45","Lepus americanus","2021-06-17",0.0503597122302158,15.6390977443609
"46","Lepus americanus","2021-06-18",0.0503597122302159,13.2932330827068
"47","Lepus americanus","2021-06-19",0.0431654676258993,6.98496240601504
"48","Lepus americanus","2021-06-20",0.0503597122302158,18.3458646616541
"49","Lepus americanus","2021-06-21",0.0503597122302158,22.8345864661654
"50","Lepus americanus","2021-06-22",0.0571428571428572,20.9097744360902
"51","Lepus americanus","2021-06-23",0.0287769784172662,12.75
"52","Lepus americanus","2021-06-24",0.0285714285714286,16.9323308270677
"53","Lepus americanus","2021-06-25",0.0431654676258993,23.7669172932331
"54","Lepus americanus","2021-06-26",0.0291970802919708,28.5419847328244
"55","Lepus americanus","2021-06-27",0.036231884057971,31.3030303030303
"56","Lepus americanus","2021-06-28",0.0797101449275363,31.5454545454545
"57","Lepus americanus","2021-06-29",0.0503597122302159,31.6212121212121
"58","Lepus americanus","2021-06-30",0.0142857142857143,27.6962962962963
"59","Lepus americanus","2021-07-01",0.0141843971631206,23.5597014925373
"60","Lepus americanus","2021-07-02",0.0140845070422535,21.162962962963
"61","Lepus americanus","2021-07-03",0.00694444444444446,20.0652173913043
"62","Lepus americanus","2021-07-04",0.034965034965035,18.8540145985401
"63","Lepus americanus","2021-07-05",0.0352112676056338,20.2043795620438
"64","Lepus americanus","2021-07-06",0.0281690140845071,21.6496350364963
"65","Lepus americanus","2021-07-07",0.0563380281690141,24.2700729927007
"66","Lepus americanus","2021-07-08",0.0281690140845071,21.4306569343066
"67","Odocoileus hemionus","2021-06-17",0.0215827338129496,15.6390977443609
"68","Odocoileus hemionus","2021-06-18",0.0359712230215828,13.2932330827068
"69","Odocoileus hemionus","2021-06-19",0.0431654676258992,6.98496240601504
"70","Odocoileus hemionus","2021-06-20",0.0287769784172662,18.3458646616541
"71","Odocoileus hemionus","2021-06-21",0.0359712230215828,22.8345864661654
"72","Odocoileus hemionus","2021-06-22",0.0142857142857143,20.9097744360902
"73","Odocoileus hemionus","2021-06-23",0.0503597122302158,12.75
"74","Odocoileus hemionus","2021-06-24",0.0142857142857143,16.9323308270677
"75","Odocoileus hemionus","2021-06-25",0.0143884892086331,23.7669172932331
"76","Odocoileus hemionus","2021-06-26",0.0145985401459854,28.5419847328244
"77","Odocoileus hemionus","2021-06-27",0.0217391304347826,31.3030303030303
"78","Odocoileus hemionus","2021-06-28",0.0072463768115942,31.5454545454545
"79","Odocoileus hemionus","2021-06-29",0.0215827338129496,31.6212121212121
"80","Odocoileus hemionus","2021-06-30",0.0428571428571429,27.6962962962963
"81","Odocoileus hemionus","2021-07-01",0.0212765957446809,23.5597014925373
"82","Odocoileus hemionus","2021-07-02",0,21.162962962963
"83","Odocoileus hemionus","2021-07-03",0.0555555555555556,20.0652173913043
"84","Odocoileus hemionus","2021-07-04",0.0349650349650349,18.8540145985401
"85","Odocoileus hemionus","2021-07-05",0.0422535211267606,20.2043795620438
"86","Odocoileus hemionus","2021-07-06",0.0281690140845071,21.6496350364963
"87","Odocoileus hemionus","2021-07-07",0.0492957746478873,24.2700729927007
"88","Odocoileus hemionus","2021-07-08",0.0492957746478873,21.4306569343066
"89","Rangifer tarandus","2021-06-17",0.0359712230215828,15.6390977443609
"90","Rangifer tarandus","2021-06-18",0.0359712230215828,13.2932330827068
"91","Rangifer tarandus","2021-06-19",0.0575539568345324,6.98496240601504
"92","Rangifer tarandus","2021-06-20",0.0647482014388489,18.3458646616541
"93","Rangifer tarandus","2021-06-21",0.0359712230215827,22.8345864661654
"94","Rangifer tarandus","2021-06-22",0,20.9097744360902
"95","Rangifer tarandus","2021-06-23",0.0215827338129496,12.75
"96","Rangifer tarandus","2021-06-24",0,16.9323308270677
"97","Rangifer tarandus","2021-06-25",0.00719424460431654,23.7669172932331
"98","Rangifer tarandus","2021-06-26",0.00729927007299271,28.5419847328244
"99","Rangifer tarandus","2021-06-27",0.036231884057971,31.3030303030303
"100","Rangifer tarandus","2021-06-28",0.0289855072463768,31.5454545454545
"101","Rangifer tarandus","2021-06-29",0.0359712230215828,31.6212121212121
"102","Rangifer tarandus","2021-06-30",0.0285714285714286,27.6962962962963
"103","Rangifer tarandus","2021-07-01",0.0141843971631206,23.5597014925373
"104","Rangifer tarandus","2021-07-02",0.00704225352112677,21.162962962963
"105","Rangifer tarandus","2021-07-03",0.0208333333333333,20.0652173913043
"106","Rangifer tarandus","2021-07-04",0.013986013986014,18.8540145985401
"107","Rangifer tarandus","2021-07-05",0.00704225352112677,20.2043795620438
"108","Rangifer tarandus","2021-07-06",0.0281690140845071,21.6496350364963
"109","Rangifer tarandus","2021-07-07",0.0211267605633803,24.2700729927007
"110","Rangifer tarandus","2021-07-08",0,21.4306569343066
"111","Tamiasciurus hudsonicus","2021-06-17",0.0215827338129496,15.6390977443609
"112","Tamiasciurus hudsonicus","2021-06-18",0.0143884892086331,13.2932330827068
"113","Tamiasciurus hudsonicus","2021-06-19",0.0431654676258992,6.98496240601504
"114","Tamiasciurus hudsonicus","2021-06-20",0.0215827338129496,18.3458646616541
"115","Tamiasciurus hudsonicus","2021-06-21",0.00719424460431655,22.8345864661654
"116","Tamiasciurus hudsonicus","2021-06-22",0.0214285714285714,20.9097744360902
"117","Tamiasciurus hudsonicus","2021-06-23",0.00719424460431655,12.75
"118","Tamiasciurus hudsonicus","2021-06-24",0.0142857142857143,16.9323308270677
"119","Tamiasciurus hudsonicus","2021-06-25",0.0143884892086331,23.7669172932331
"120","Tamiasciurus hudsonicus","2021-06-26",0.0145985401459854,28.5419847328244
"121","Tamiasciurus hudsonicus","2021-06-27",0.0217391304347826,31.3030303030303
"122","Tamiasciurus hudsonicus","2021-06-28",0.0072463768115942,31.5454545454545
"123","Tamiasciurus hudsonicus","2021-06-29",0.00719424460431656,31.6212121212121
"124","Tamiasciurus hudsonicus","2021-06-30",0,27.6962962962963
"125","Tamiasciurus hudsonicus","2021-07-01",0.0141843971631206,23.5597014925373
"126","Tamiasciurus hudsonicus","2021-07-02",0.0211267605633803,21.162962962963
"127","Tamiasciurus hudsonicus","2021-07-03",0.00694444444444446,20.0652173913043
"128","Tamiasciurus hudsonicus","2021-07-04",0.013986013986014,18.8540145985401
"129","Tamiasciurus hudsonicus","2021-07-05",0.0140845070422535,20.2043795620438
"130","Tamiasciurus hudsonicus","2021-07-06",0.0140845070422535,21.6496350364963
"131","Tamiasciurus hudsonicus","2021-07-07",0.00704225352112677,24.2700729927007
"132","Tamiasciurus hudsonicus","2021-07-08",0.00704225352112677,21.4306569343066
